"google_id","package_name","package_installed_at","client_ip","createdAt"
"39f2efec-6191-4c47-acff-9714552feb5k","com.coloros.backuprestor",1577219005,"2409:4063:6e08:cb16:4602:84a9:67cc:29db","2022-10-06T09:22:22.555Z"
